enrolment_no,standards,assessments
6459,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6460,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6461,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6463,CBSE-7,42
6464,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6465,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6466,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6467,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6468,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6469,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6470,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6471,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6473,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6474,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6475,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6476,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6477,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6478,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6479,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6481,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6482,CBSE-7,42
6483,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6485,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6486,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6487,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6488,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6491,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6494,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6495,CBSE-7|CBSE-8,88
6496,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6497,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6498,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6501,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6502,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6503,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6504,CBSE-10|CBSE-7|CBSE-8|CBSE-9,116
6505,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6512,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6513,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
6514,CBSE-10|CBSE-7|CBSE-8|CBSE-9,118
6517,CBSE-6|CBSE-7|CBSE-9,65
6518,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6520,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6521,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6522,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6523,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6525,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6528,CBSE-11|CBSE-12,35
6529,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
6533,CBSE-11|CBSE-12,28
6534,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6535,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6539,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6540,CBSE-10|CBSE-9,60
6541,CBSE-11|CBSE-12,30
6548,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6550,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
6552,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6554,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6556,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6557,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6558,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6560,CBSE-11|CBSE-12,30
6561,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6562,CBSE-11|CBSE-12,30
6564,CBSE-11|CBSE-12,37
6565,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6566,CBSE-11|CBSE-12,30
6567,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6568,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6569,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6570,CBSE-11|CBSE-12,30
6573,CBSE-10|CBSE-11|CBSE-12|CBSE-9,82
6575,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
6576,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6577,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6580,CBSE-10|CBSE-8|CBSE-9,107
6581,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6583,CBSE-11|CBSE-12,34
6584,CBSE-11|CBSE-12,30
6585,CBSE-10|CBSE-8|CBSE-9,108
6586,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6590,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
6591,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
6594,CBSE-11|CBSE-12,38
6595,CBSE-10|CBSE-9,59
6596,CBSE-11|CBSE-12,25
6597,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6599,CBSE-11|CBSE-12,30
6600,CBSE-10|CBSE-11|CBSE-8|CBSE-9,114
6602,CBSE-11|CBSE-12,30
6606,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6610,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6612,CBSE-7,42
6615,CBSE-10|CBSE-7|CBSE-8|CBSE-9,118
6617,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6620,CBSE-10|CBSE-9,58
6621,CBSE-11|CBSE-12,30
6622,CBSE-11|CBSE-12,37
6623,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
6626,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6627,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6629,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
6630,CBSE-11|CBSE-12,30
6631,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6632,CBSE-8,42
6635,CBSE-11|CBSE-12,30
6637,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6640,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6641,CBSE-11|CBSE-12,30
6642,CBSE-11|CBSE-12,25
6645,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6646,CBSE-11|CBSE-12,30
6648,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6649,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6650,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
6656,CBSE-10|CBSE-9,60
6657,CBSE-11|CBSE-12,28
6661,CBSE-7|CBSE-8|CBSE-9,113
6664,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6666,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
6669,CBSE-11|CBSE-12,37
6670,CBSE-10|CBSE-8|CBSE-9,107
6672,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6673,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6674,CBSE-11|CBSE-12,39
6676,CBSE-11|CBSE-12,37
6678,CBSE-10|CBSE-7|CBSE-8|CBSE-9,132
6681,CBSE-11|CBSE-12,38
6682,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6684,CBSE-11|CBSE-12,40
6686,CBSE-11|CBSE-12,30
6691,CBSE-11|CBSE-12,30
6694,CBSE-11|CBSE-12,39
6698,CBSE-11|CBSE-12,30
6699,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6701,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6702,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
6703,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6707,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6711,CBSE-11|CBSE-12,33
6714,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6715,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6715B,CBSE-7|CBSE-8,43
6716,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
6717,CBSE-11|CBSE-12,38
6719,CBSE-11|CBSE-12,30
6720,CBSE-10|CBSE-8|CBSE-9,107
6727,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6730,CBSE-11|CBSE-12,29
6732,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6736,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
6739,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6742,CBSE-11|CBSE-12,30
6743,CBSE-10|CBSE-9,60
6745,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6747,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6748,CBSE-11|CBSE-12,40
6749,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6750,CBSE-11|CBSE-12,39
6751,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6752,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6754,CBSE-11|CBSE-12,30
6755,CBSE-11|CBSE-12,30
6758,CBSE-10|CBSE-11|CBSE-12|CBSE-9,79
6764,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6765,CBSE-11|CBSE-12,30
6770,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6771,CBSE-11|CBSE-12,25
6774,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6776,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6777,CBSE-11|CBSE-12,31
6778,CBSE-11|CBSE-12,38
6781,CBSE-10|CBSE-9,60
6782,CBSE-11|CBSE-12,40
6783,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6784,CBSE-11|CBSE-12,30
6785,CBSE-10|CBSE-9,55
6786,CBSE-11|CBSE-12,39
6787,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6788,CBSE-11|CBSE-12,30
6790,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6792,CBSE-11|CBSE-12,30
6793,CBSE-11|CBSE-12,30
6794,CBSE-8,42
6799,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6801,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6803,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6808,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6810,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
6812,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6813,CBSE-11|CBSE-12,30
6814,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6816,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6820,CBSE-11|CBSE-12,35
6821,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6822,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
6824,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6825,CBSE-11|CBSE-12,40
6829,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6830,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
6831,CBSE-10|CBSE-7|CBSE-8|CBSE-9,120
6833,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6834,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
6835,CBSE-11|CBSE-12,30
6836,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
6841,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6845,CBSE-10|CBSE-11|CBSE-8|CBSE-9,113
6846,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6848,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6851,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6852,CBSE-10|CBSE-7|CBSE-8|CBSE-9,120
6859,CBSE-11|CBSE-12,30
6863,CBSE-11|CBSE-12,25
6865,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6866,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6875,CBSE-11|CBSE-12,41
6876,CBSE-11|CBSE-12,35
6879,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
6881,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6884,CBSE-11|CBSE-12,31
6885,CBSE-11|CBSE-12,30
6890,CBSE-11|CBSE-12,30
6892,CBSE-11|CBSE-12,37
6894,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6899,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
6900,CBSE-11|CBSE-12,30
6902,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6904,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6905,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
6906,CBSE-11|CBSE-12,37
6910,CBSE-11|CBSE-12,29
6915,CBSE-10|CBSE-11|CBSE-8|CBSE-9,113
6917,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6918,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6921,CBSE-10|CBSE-7|CBSE-8|CBSE-9,132
6923,CBSE-11|CBSE-12,30
6924,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6926,CBSE-11|CBSE-12,30
6927,CBSE-11|CBSE-12,30
6930,CBSE-10|CBSE-7|CBSE-8|CBSE-9,120
6931,CBSE-11|CBSE-12,30
6932,CBSE-11|CBSE-12,25
6936,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6940,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6941,CBSE-11|CBSE-12,30
6946,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
6950,CBSE-11|CBSE-12,30
6953,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6959,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
6963,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6967,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6969,CBSE-11,20
6971,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6972,CBSE-7,41
6973,CBSE-7,42
6974,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6975,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
7162,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
7163,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
7164,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
7165,CBSE-7,42
7166,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
7167,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
7169,CBSE-7,27
7173,CBSE-6|CBSE-7|CBSE-8|CBSE-9,119
7175,CBSE-7|CBSE-8,85
7438,CBSE-11|CBSE-12,34
7443,CBSE-11|CBSE-12,40
7454,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
7455,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
7461,CBSE-11|CBSE-12,25
7463,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
7478,CBSE-11|CBSE-12,39
7480,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
7481,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
7483,CBSE-6|CBSE-7|CBSE-8,112
7487,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
7488,CBSE-11|CBSE-12,30
7493,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
7497,CBSE-11|CBSE-12,30
7500,CBSE-11|CBSE-12,40
7507,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
7513,CBSE-11|CBSE-12,30
7521,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
7522,CBSE-11|CBSE-12,38
7529,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
7532,CBSE-11|CBSE-12,29
7533,CBSE-11|CBSE-12,35
7542,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
7547,CBSE-11|CBSE-12,29
7555,CBSE-11|CBSE-12,30
7557,CBSE-11|CBSE-12,39
7559,CBSE-11|CBSE-12,30
7563,CBSE-11|CBSE-12,41
7570,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
7578,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
7589,CBSE-11|CBSE-12,30
7591,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
7592,CBSE-11|CBSE-12,38
7600,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
7604,CBSE-11|CBSE-12,35
7607,CBSE-11|CBSE-12,30
7616,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
7633,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
7637,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
7638,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
7640,CBSE-11|CBSE-12,39
7653,CBSE-7,42
7657,CBSE-11|CBSE-12,40
7658,CBSE-11|CBSE-12,40
7678,CBSE-11|CBSE-12,30
7686,CBSE-6|CBSE-7,84
7687,CBSE-11|CBSE-12,39
7688,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
7692,CBSE-10|CBSE-7|CBSE-8|CBSE-9,116
7696,CBSE-11|CBSE-12,29
7697,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
7706,CBSE-11|CBSE-12,40
7708,CBSE-11|CBSE-12,40
7713,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
7718,CBSE-11|CBSE-12,38
7721,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
7728,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
7730,CBSE-11|CBSE-12,28
7740,CBSE-7|CBSE-8,84
7742,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
7743,CBSE-11|CBSE-12,39
7749,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
7750,CBSE-11|CBSE-12,30
7751,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
7878,CBSE-6|CBSE-7|CBSE-8|CBSE-9,113
7880,CBSE-6|CBSE-7|CBSE-8|CBSE-9,113
7922,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
7927,CBSE-11|CBSE-12,29
7931,CBSE-11|CBSE-12,37
7935,CBSE-7,42
7937,CBSE-11|CBSE-12,41
7945,CBSE-11|CBSE-12,30
7948,CBSE-11|CBSE-12,40
7949,CBSE-6,40
7957,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
7958,CBSE-11|CBSE-12,30
8002,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8003,CBSE-6,36
8006,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8007,CBSE-6|CBSE-7|CBSE-8,113
8008,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8010,CBSE-5|CBSE-6,59
8014,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8016,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8018,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8020,CBSE-6|CBSE-7|CBSE-8|CBSE-9,118
8021,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8022,CBSE-6,42
8023,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8024,CBSE-6,42
8025,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8026,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8027,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8028,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8029,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8030,CBSE-6|CBSE-7|CBSE-8|CBSE-9,120
8032,CBSE-6|CBSE-7|CBSE-8|CBSE-9,133
8033,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8034,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8035,CBSE-6|CBSE-7|CBSE-8|CBSE-9,105
8038,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8039,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8040,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8041,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8042,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8043,CBSE-6|CBSE-7,84
8044,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8049,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8050,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8051,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8052,CBSE-6,42
8054,CBSE-6|CBSE-7|CBSE-8,113
8055,CBSE-6,26
8057,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8060,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8061,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8064,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8065,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8066,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8067,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8068,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8069,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8070,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8072,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8073,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8074,CBSE-6|CBSE-7|CBSE-8|CBSE-9,115
8075,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8076,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8077,CBSE-6,21
8079,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8080,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8081,CBSE-6,42
8082,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8083,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8084,CBSE-5|CBSE-6|CBSE-7|CBSE-8,127
8085,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8086,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8087,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8088,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8089,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8090,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8092,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8093,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8094,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8095,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8098,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8099,CBSE-6|CBSE-7|CBSE-8,112
8100,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8103,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8104,CBSE-6|CBSE-7|CBSE-8|CBSE-9,115
8106,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8107,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8108,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8109,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8110,CBSE-5|CBSE-6|CBSE-7|CBSE-8,129
8111,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8112,CBSE-6|CBSE-7|CBSE-8|CBSE-9,116
8113,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8114,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8115,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8118,CBSE-6|CBSE-7|CBSE-8|CBSE-9,124
8120,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8121,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8122,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8123,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8124,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8125,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8126,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8127,CBSE-6|CBSE-7|CBSE-8,112
8128,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8129,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8130,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8131,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8132,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8134,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8136,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8137,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8140,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8145,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8146,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8147,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8148,CBSE-6|CBSE-7,84
8149,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8150,CBSE-6|CBSE-7|CBSE-8|CBSE-9,122
8151,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8152,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8153,CBSE-6|CBSE-7|CBSE-8|CBSE-9,120
8154,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8156,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8157,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8158,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8159,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8162,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8163,CBSE-6|CBSE-7|CBSE-8,78
8166,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8167,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8169,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8170,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8172,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8173,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8175,CBSE-6|CBSE-7|CBSE-8,112
8177,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8178,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8179,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8181,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8182,CBSE-6,42
8183,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8185,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8186,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8187,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8188,CBSE-6|CBSE-7|CBSE-8,96
8189,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8190,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8191,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8192,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8193,CBSE-6|CBSE-7,84
8194,CBSE-6|CBSE-7|CBSE-8,113
8195,CBSE-6|CBSE-7,84
8196,CBSE-6|CBSE-7|CBSE-8,104
8197,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8200,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8202,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8203,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8204,CBSE-6|CBSE-7,84
8205,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8207A,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8208,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8209,CBSE-6|CBSE-7|CBSE-8,112
